sample_0000,sample_0001,sample_0002,sample_0003,sample_0004,sample_0005,sample_0006,sample_0007,sample_0008,sample_0009,sample_0010,sample_0011,sample_0012,sample_0013,sample_0014,sample_0015,sample_0016,sample_0017,sample_0018,sample_0019,sample_0020,sample_0021,sample_0022,sample_0023,sample_0024,sample_0025,sample_0026,sample_0027,sample_0028,sample_0029,sample_0030,sample_0031,sample_0032,sample_0033,sample_0034,sample_0035,sample_0036,sample_0037,sample_0038,sample_0039,sample_0040,sample_0041,sample_0042,sample_0043,sample_0044,sample_0045,sample_0046,sample_0047,sample_0048,sample_0049,sample_0050,sample_0051,sample_0052,sample_0053,sample_0054,sample_0055,sample_0056,sample_0057,sample_0058,sample_0059,sample_0060,sample_0061,sample_0062,sample_0063,sample_0064,sample_0065,sample_0066,sample_0067,sample_0068,sample_0069,sample_0070,sample_0071,sample_0072,sample_0073,sample_0074,sample_0075,sample_0076,sample_0077,sample_0078,sample_0079,sample_0080,sample_0081,sample_0082,sample_0083,sample_0084,sample_0085,sample_0086,sample_0087,sample_0088,sample_0089,sample_0090,sample_0091,sample_0092,sample_0093,sample_0094,sample_0095,sample_0096,sample_0097,sample_0098,sample_0099
0.0042126664105933,0.0039620393347826,0.004283937175188,0.002450499302607,0.0050951240746676,0.0028134571579946,0.0067036405579516,0.0058667711474989,0.0050131225854477,0.0021861897739218,0.0037676754201337,0.0059444691328072,0.0057678816074562,0.0067203055398101,0.0061091771073458,0.0029536421052695,0.0031880575021737,0.0053097012453058,0.0061865209373025,0.0029082681616684,0.0052851740328528,0.0018715970201888,0.0039394856814912,0.0066375549801371,0.0048929362889883,0.0019059526939498,0.006123520119806,0.0030646888011489,0.0040043595159693,0.0053827620596447,0.0063520807376754,0.0029791000183736,0.0016667288586738,0.0017237739143803,0.0058116009985493,0.0046282594915709,0.0055781527445388,0.006134536586057,0.004996624628979,0.0042313848344043,0.0061713610272115,0.0031360232309687,0.0056738450439932,0.0047838416557994,0.0037580237062299,0.0018040254035094,0.0062699163437978,0.0038720575192284,0.0053453674720833,0.0046595604570009,0.0027183785924595,0.0051471604482106,0.0032949553454129,0.0044189768539276,0.0050046268944701,0.0049316821800329,0.0035922106486129,0.0052353448705433,0.0056491367312268,0.0035853926800538,0.0015451639444478,0.0036944918993844,0.0044116230827041,0.001933888001255,0.0066808563870769,0.0066850372464984,0.0060917677371354,0.0026656405051114,0.0025665782983471,0.005729002027889,0.0057036007761628,0.0046952874353897,0.0020279722494026,0.0048721262204342,0.0043696822335523,0.0062897455260667,0.0050793685276181,0.0065007026410198,0.006540846191342,0.0022179753269918,0.0063958841626919,0.0031083726922779,0.0044525688291078,0.0044750770328459,0.0029410609665748,0.0041375401960481,0.0049528381603232,0.0064588401513097,0.0067142018256676,0.0026709287231491,0.0042713052562664,0.0061443503523718,0.0031393513571317,0.0017045858870748,0.0037959936988964,0.0040651219978078,0.0034638395952458,0.0054020580096237,0.0041023893186817,0.0036005354267051
0.0046120962755208,0.0042767526983427,0.0045918948485311,0.0029405623154522,0.0053426788479679,0.0037684646049198,0.0069035699083594,0.0061718442461842,0.0053042533249303,0.002673277654019,0.0040884637393418,0.006250854720285,0.006073632816829,0.0069951101005026,0.0062960219055395,0.0034163814099599,0.0035602553483747,0.0055343589894744,0.0065115830534418,0.0033181663828248,0.005577764694109,0.0027586494695,0.0042743373490351,0.0067984608996355,0.0051705074435494,0.0022870290769475,0.0063869716792649,0.00345586427245,0.0042900659433888,0.0056652514097017,0.0065042023586009,0.0035991971878168,0.0020460907305056,0.0022208421318592,0.0061327858377883,0.004969069634887,0.0058733109726171,0.0064215587496065,0.0052466240162334,0.0045123370968518,0.006336662815885,0.0035081993832067,0.0059792532692872,0.0051024917174883,0.0040550960915977,0.0025123781631321,0.0066006575353799,0.0041865393802948,0.0056990875199379,0.0050060284416916,0.0032206387632657,0.0053824562815768,0.0036773434875401,0.0048101808219276,0.0052745455172229,0.0052693567568944,0.0040064844675258,0.0054937685996715,0.005858440797103,0.0039191440475422,0.0019199875558733,0.0039845655681914,0.0047279544849109,0.0023399617948614,0.0069815892511753,0.0069265083625637,0.0064496883696153,0.0030874653327834,0.003383662981207,0.0060393258133392,0.0060104961038221,0.0050014300732296,0.0026783662463402,0.00515975081951,0.0046352748739073,0.0064855090297604,0.0053381394042109,0.0067651417174772,0.006717017647506,0.0026350289027021,0.0066485306926612,0.0038323410551583,0.0047443439602164,0.0047738378923911,0.0037871308591293,0.0044419927342989,0.0052381631181423,0.0067196572384266,0.0069219284340229,0.0031518369946267,0.0046225515844646,0.0063577144111086,0.0035086368170124,0.0022099262993338,0.004124914600174,0.0044127789652028,0.003781707523447,0.0056266453955966,0.0043806285699197,0.0039653040705489
0.0048144143272174,0.0045264812529927,0.0047565015101762,0.0032056104449794,0.0056071321077094,0.0040299590241327,0.0070120941522723,0.006439774276753,0.005488556532913,0.0034465687738792,0.0043828376730442,0.0065155946558195,0.0063168312119038,0.0074736007199248,0.0064890825435309,0.0036173415031003,0.0037777758834064,0.0056585228196527,0.0067372255300794,0.0035283204414906,0.0057352225349936,0.0031505374723699,0.00454748615639,0.0069907319248518,0.0054181706548923,0.0028938029465277,0.0064988826048128,0.0036865497826438,0.0044910322666803,0.0059154308091382,0.0067200826131163,0.0038144814990985,0.0024773925570692,0.0029469530203779,0.0062716111054091,0.0051487709945467,0.0060990855845154,0.0065301957460203,0.0055130300562945,0.0046619156988527,0.006612416245263,0.0037346672983351,0.0061555613759209,0.0052539987392589,0.0042235964931525,0.003052746683976,0.0067586516955847,0.0043816774211708,0.0058985965431955,0.0051715271591893,0.0034441478007932,0.0055165442805153,0.0038885503571656,0.0049870992725579,0.0054195443360814,0.0054461698807252,0.0041799450093226,0.0056707833328922,0.0060720929320028,0.004125001549095,0.0022173352932015,0.0041999104511746,0.0049077722746254,0.0031594991624075,0.0074473263188717,0.0073762513875774,0.0065724087398441,0.0033359649040727,0.0038208684236849,0.0062022313027468,0.0062551757979708,0.0052036190927628,0.0032986568257281,0.0053463215941555,0.0048045363989301,0.0070912974581102,0.0054799938720096,0.0068891852661885,0.0068473593043367,0.0034576992831232,0.0067578534152451,0.0040123230259254,0.0048938158020726,0.0050040488883078,0.0040251596081341,0.0045785132673898,0.0054620045613528,0.0068380837112922,0.0073275014278479,0.0034076271575833,0.0047952029506293,0.0065730047943828,0.0037116349614342,0.0029024423206131,0.0043622504183533,0.0046654219217538,0.0039778718578062,0.0057910513289125,0.0045350167020018,0.0041610864553455
0.0050382802793938,0.0046976834669775,0.0049899515859186,0.0034339778846336,0.0058355755935468,0.0042123917810436,0.0072722644825174,0.0065610092420962,0.0057659077848861,0.0037345882717179,0.0045770582396288,0.0066400221591516,0.0064334243761377,0.007666156429757,0.0071348964907939,0.003793692749699,0.0039743813114182,0.0058196005113136,0.0068385080290352,0.0037129874699765,0.0059935969612324,0.0034043091236697,0.004734218567289,0.0075088787558825,0.0056750531417714,0.0033800729402664,0.0068762341880848,0.0038876629104903,0.0047179900834064,0.0061039503327183,0.007335410917149,0.0039912607241541,0.0031331528786945,0.0032678009430513,0.0065763735687145,0.0053460090714008,0.0063204981215816,0.0067998748392117,0.0057525392784399,0.0049049412446171,0.0071717621471198,0.0039366383886587,0.0063971815841019,0.0054179104987197,0.0044712470123975,0.0033185278085976,0.0068596281483378,0.0046422935592061,0.0061155709457914,0.0053743923952729,0.0036392140006874,0.0057150897653846,0.0040877980732401,0.00518672793862,0.0056213799784974,0.0055830662511532,0.004333830918083,0.0058470774626125,0.0063203988973466,0.0044011200411713,0.0024934627968388,0.0044387784937808,0.005131122901191,0.0034610491185912,0.0076325055202328,0.0076953767492276,0.0066847148678294,0.0035492545451208,0.0040142889641791,0.0064626406419939,0.0064188546445167,0.0053843066094547,0.0035547479197285,0.0056375437993351,0.0050254359301029,0.0073330786906118,0.0056818862937133,0.0070631013321113,0.0073675798133518,0.0037438581102149,0.0070050735339632,0.004154390159248,0.0051116629264279,0.0051567436345577,0.0041959649639684,0.0047196406357102,0.0057132949353489,0.007032955838473,0.0076740926162774,0.0036205342531374,0.0050056258755322,0.0068022496506582,0.003895586720434,0.0032082099423463,0.0046166207082503,0.0048388888615193,0.0042445007285759,0.0060287942152349,0.004784062232776,0.0043408192402593
0.0050553380358408,0.0047308469947121,0.0050132244598089,0.0034921071050016,0.0058503228542917,0.0041988833638562,0.007455179230961,0.0065455402192933,0.0057887624762623,0.0037385762301633,0.0046151616760399,0.0065963392892248,0.0064901481640884,0.0076111182234398,0.0069402259724533,0.0038157825187476,0.0040535923999488,0.0059250652656223,0.0068511667168737,0.003748662509459,0.0059953806854389,0.0034542723745952,0.0047637254651664,0.0074467820373291,0.005677111709113,0.0033894749302076,0.0070178886524091,0.0039465321214528,0.0047424667931688,0.0061495090703007,0.0071413988186816,0.0039986262109415,0.0031859092838579,0.0033164769178274,0.0067969649254984,0.005404143214663,0.0063287276273525,0.0070235184159467,0.005751945098831,0.0049133155464005,0.0070015071029572,0.0040623239224902,0.0066264291203962,0.0054846635467372,0.0045206824981008,0.003361249026503,0.0069405590038178,0.0046741726026088,0.0061189813293475,0.0054132500340993,0.0036652520445118,0.0058317556970063,0.0041366630942063,0.0052146584553021,0.0057107331613596,0.005581480679588,0.0043311061020103,0.0059315620489422,0.0062971278490842,0.0044489554539508,0.0026749207934346,0.0044731037008762,0.0052592793922437,0.0034769023445322,0.0075750820716075,0.0075033459644812,0.0070153293947598,0.0036118589634326,0.0039904089060057,0.0067096162381986,0.006374585273087,0.00550443057104,0.0035700124409229,0.0056656650500152,0.0050218174252181,0.0071762185393448,0.0057750521753737,0.0072518746298483,0.0073475806766529,0.0037381092811242,0.0072400629370339,0.0041291165349314,0.0051303519215905,0.0051624748169204,0.0041832720346481,0.0047542817280906,0.0057236916791879,0.0072627598442288,0.0075426716024625,0.0036678491010231,0.0051090833326879,0.0067302263180758,0.0039365594665595,0.0032546020743054,0.004650880875321,0.0048919779227897,0.0042987368079669,0.0060710344777418,0.0047955746625587,0.004393173440602
0.0052258256016863,0.0048464926958344,0.0050651725356141,0.0035733757543905,0.0059550334451277,0.0042480392174248,0.007562471450102,0.0069335831009347,0.0058734391244968,0.0037961752720251,0.0046929817498503,0.0069575381416685,0.006897577384609,0.007710177781074,0.007016681692866,0.0038809306946339,0.0041860742831855,0.0060221181141852,0.0071988460501228,0.0038204271951492,0.006091384661503,0.0035423301152645,0.004870282194675,0.0074686920202534,0.0057794634618268,0.0034455444005844,0.0070423358715716,0.0040882744873295,0.0048013028873447,0.0062118591465419,0.0072250243935868,0.0040578069233506,0.0032687125328978,0.0034071007267413,0.0068107142517889,0.0055501602006002,0.0063655716951053,0.0070992884348922,0.0058617705781264,0.0049646670348817,0.0071084716937686,0.0041520694962405,0.0067312505246588,0.0056486905126691,0.004589016331732,0.0034443779086687,0.0072683023628339,0.0047415558791156,0.0064800194632326,0.0055755760610648,0.0037373390462918,0.0058879399832172,0.0042763492577375,0.0053791605522024,0.0058016343439884,0.0056735144208478,0.0043834162824431,0.0060010544358877,0.0064406654141508,0.0045141373519241,0.0028251706800467,0.0045336549852339,0.0053451712361068,0.0035415661702152,0.007674703494948,0.0077036359886217,0.007112655498103,0.0036965312525028,0.0040340019030405,0.0067582215421168,0.0067266844384927,0.0055765349987505,0.0036334778118534,0.0057249404777143,0.00507178669876,0.0073321798738512,0.0058586740869527,0.0074156237025281,0.0073571135418476,0.0037906065928094,0.0073057030340847,0.0041705961059372,0.0051797571714961,0.0052193182386956,0.0042310642007617,0.0048534793985481,0.0058192373053096,0.0073675018363803,0.0076609996045539,0.0037450309296374,0.0052322712862043,0.0068070153911235,0.0040364959138881,0.0033367176262865,0.0047135396682646,0.0050021007048443,0.0043644779518915,0.0061233205125457,0.0048483829548952,0.0045238320530623
0.0051715372459896,0.0048545462195905,0.005021734746375,0.0035700553590206,0.0058658694887028,0.0041950807716858,0.0072286201157615,0.0066261140692991,0.0058102385033392,0.0037319993256384,0.0047110525747813,0.0066887629238804,0.0065169301120349,0.0074920380963356,0.0068164310317973,0.0038652015334307,0.0041655763760617,0.0059164471690808,0.0068938327123068,0.00381285959687,0.0060115967082877,0.003516825420462,0.0048801518997183,0.0072092177635543,0.0057099347687556,0.0033773091086749,0.0067554645034067,0.004078729310418,0.0047841432534225,0.006108844546058,0.007016908556871,0.0040336552580054,0.0032079578482944,0.0033746071692842,0.0065197163672623,0.0054690320375262,0.0063481226530409,0.0067699541257426,0.0057803302214407,0.0049259815953209,0.0068770472450686,0.0041368215154353,0.0063964574986553,0.0055530577957008,0.0045621338179716,0.0034132177425919,0.0069255743359539,0.0047185991488662,0.0061876172956677,0.0054935291045093,0.0037220969189779,0.0058036023207123,0.0042624222137319,0.005325245771083,0.0057069887169092,0.0056331045973457,0.004349638728302,0.0059074264462038,0.0063156049479222,0.004495934993179,0.0029405060366859,0.0045188307730465,0.0052837698554565,0.0034860370748388,0.0074653812579223,0.0074349505022952,0.0067907911584696,0.003735649414683,0.0039729222619184,0.0064458222310326,0.0064708640614359,0.0055143565231699,0.0035960346109968,0.0056744615929623,0.0050362401669363,0.0070908717803992,0.0057610648041357,0.0070979743877306,0.0070941033004281,0.0037182403885461,0.0069834985491162,0.0041235679335644,0.0051312640430561,0.0051944156658501,0.0041853673852013,0.0047983830128643,0.0057473827791821,0.007051773035743,0.0074286126776758,0.0037385418851213,0.0051813412963193,0.0067892838703427,0.0040598277966752,0.0033018152011535,0.0047001834357947,0.0050054136866005,0.0043484599542505,0.0060631588861908,0.0048240611303237,0.0044961949426293
0.0038631639191773,0.0036291302571115,0.0035692040782533,0.0024242408573879,0.0044255170218323,0.0031135366948001,0.0052937130194002,0.004837917999401,0.0043563069648704,0.0027730288582057,0.0035228227192963,0.004921584729973,0.0047269665695345,0.0049861769802548,0.0046754707622166,0.0026853074895319,0.0028038691720046,0.0044673765836141,0.0050831261238267,0.002612105570288,0.004529848508806,0.0024824258072165,0.0036405723772571,0.0051821722339485,0.0042984205662561,0.0024811471256149,0.0048411269041926,0.0027384296884756,0.0034263204111291,0.0046265975146205,0.0048811425677362,0.0028754867100156,0.0023682034788699,0.0024298160418853,0.0046395885079671,0.0041086501166076,0.0047531397491597,0.004860504829196,0.0043631866834311,0.0034658418777332,0.0047051932456789,0.0028220172537386,0.0045411541771232,0.0041582486611053,0.0031669707269324,0.0024152642636085,0.0050956000921717,0.0033412359870849,0.0044800640241604,0.0041168376310501,0.0025716855703556,0.0043898592346783,0.0029075414437899,0.0039697050001917,0.0043058710285593,0.0041709753511335,0.0031568167558348,0.0044804963015886,0.0047461741357728,0.0032128856491761,0.0025893086028499,0.003328687591769,0.0039485858789837,0.0025495403842712,0.0049532918139484,0.0050789014548704,0.0048970430047577,0.0024942577737202,0.0029321608617162,0.004580561843505,0.0047456652615082,0.0041388952066694,0.0025993204089143,0.004266560277975,0.0035844743624483,0.0047482239032354,0.0043546439326946,0.0051886803286432,0.0051342406984184,0.0027679629555543,0.0050508603542832,0.0029880008378959,0.0036893274333047,0.0038458295571799,0.0030778160756114,0.0034147080070858,0.004316022122049,0.0051257393334844,0.0051325660042795,0.002580580152481,0.0038679249680954,0.0050949528761904,0.0027363220371617,0.0023537217797323,0.0034041534954535,0.0037303708997253,0.0030883599663052,0.004584540938204,0.0033823851746559,0.0031074494313293
0.0320218300578428,0.0250360769600115,0.0295276615461549,0.0306174156879475,0.0304818625354271,0.0308915311132163,0.0175089362276035,0.0254309517996095,0.0294358177724537,0.0308480610040143,0.0290269604572577,0.0265073740309461,0.0232527465369951,0.017498997008416,0.0276671888488951,0.0241945462261539,0.0288973948879147,0.0222731349313514,0.0225318190905245,0.0259951770915752,0.0279939738903827,0.0311367485806963,0.0298641681336704,0.0225038900569103,0.0268977301678205,0.0247473479388824,0.0227103666337136,0.0309033780756508,0.026071217348819,0.0218359411275446,0.0202008465735025,0.027075616263765,0.0255168295204884,0.0328112123346867,0.02330158427309,0.0269961656131427,0.0271456705972319,0.0220692730934574,0.0317092213275818,0.024999081771374,0.0220867882434265,0.0305595786527311,0.0198240396245494,0.0250759540854768,0.0232335406549266,0.0280509065088191,0.0189203290534806,0.0292472088905091,0.0238485365701416,0.027815544108854,0.0230176480927631,0.0208424954865595,0.0284915389909465,0.0290040304391173,0.0256557256485002,0.0291289066202914,0.0268339232165898,0.0298085005532479,0.0193901258592322,0.0277514958797058,0.0261428574867159,0.0233170546101552,0.0257439559199322,0.0269522425940594,0.0204541283235099,0.0162603107618167,0.0248672453119111,0.0326114219146479,0.0249033043421006,0.0229078822062083,0.0241551228308872,0.0291826172434465,0.0279577151770617,0.0305934562752434,0.0240093951547994,0.0211271200179781,0.0244954317056801,0.026264621917125,0.0241353676517572,0.0276669738337583,0.0267434715432838,0.0211472101420578,0.0267304378523879,0.0243181669232682,0.0272146990786601,0.0237267828998885,0.0235610931569641,0.0285025822553636,0.0180698567363092,0.0284577401027584,0.0271643038692055,0.0176075346603898,0.0250738910499731,0.0257522519588644,0.0286204259626906,0.0292438256756552,0.0278163404925116,0.0223841979343314,0.02480267963942,0.0307497771554497
0.0212500977480399,0.012899579644036,0.0196030194152312,0.0186881537335524,0.0207072206770329,0.0205662272502344,0.0112170596322554,0.0174387298840529,0.0197702865806468,0.0201915730579968,0.0173351249224762,0.0187916652247992,0.01444667022838,0.009794646701759,0.0187526526829807,0.0114432158853423,0.0172972947566852,0.0129238769701621,0.0153894036957487,0.0137465410571378,0.019009626065638,0.0199651749992546,0.0184543263499822,0.015501894790255,0.0164103052610325,0.0125441474945875,0.014094907162007,0.0193047436223949,0.0144915137881977,0.0127837176794683,0.0117953332824018,0.0161240835944418,0.0136959192950704,0.0215838650298896,0.0140635554339713,0.016955651349102,0.0187934777123263,0.0140108262668735,0.0216353456113483,0.0144404708449509,0.013211441355276,0.01887508959978,0.0098481792445014,0.0153513271285856,0.0110061758304149,0.0162845142001718,0.0112442265933716,0.017715433186713,0.0139527047208549,0.0180475758281248,0.0107937259431775,0.0116564294857838,0.0173421107620931,0.0185884543165018,0.0160313579205438,0.0199844768125233,0.015936898957289,0.020892425017737,0.0113604197622553,0.0155434822168971,0.0143000575550098,0.0105056796365704,0.0145150345534028,0.0156551956847533,0.0128390380882315,0.00913209401748,0.0170697573071199,0.0206370607967207,0.0136545259412284,0.0134091102728887,0.0155848269635816,0.0187205286307721,0.0168835308936492,0.0202859809264504,0.0135953907079272,0.0125179121118384,0.0151223724502247,0.019521268179265,0.0170088101065645,0.0166008548317361,0.0194940341896555,0.0095995039432644,0.0167284632624626,0.0140154068849302,0.0163618432407721,0.0133401586625063,0.0129585307639157,0.0216081359913618,0.0111172486215413,0.0169332264710995,0.0156761803065868,0.0101556710770866,0.0123464020374409,0.0137445577173249,0.0171273779073819,0.0178932493677429,0.0150521413384779,0.0136480258819345,0.0136709880232032,0.0203619264307483
